CSP,LSP,ESP,RSP,TSP,SSP,DLSP,HSP,BSP
5.58794e-08,1.78158e-03,2.11037e-09,3.99929e-11,9.39231e-11,9.68157e-10,3.29123e-11,1.94902e-11,1.49773e-09
