CSP,LSP,ESP,RSP,TSP,SSP,DLSP,HSP,BSP
9.46208e+18,3.50734e+18,7.70741e+18,8.88429e+18,9.25507e+19,7.83747e+18,3.27395e+19,2.06552e+19,1.12463e+19
