CSP,LSP,ESP,RSP,TSP,SSP,DLSP,HSP,BSP
8.04663e-07,3.07254e-01,9.16916e-08,1.13275e-09,7.63839e-09,3.34112e-08,2.94676e-09,8.11497e-10,1.07214e-07
