CSP,LSP,ESP,RSP,TSP,SSP,DLSP,HSP,BSP
7.68399e-10,1.54597e-03,5.74946e-12,6.32916e-14,2.97356e-12,8.14208e-12,3.27318e-12,2.26731e-13,2.03053e-12
